ground-truth,zero-shot-p_pos,zero-shot-p_neg,1st-self-one-shot-p_pos,1st-self-one-shot-p_neg,2nd-self-one-shot-p_pos,2nd-self-one-shot-p_neg
0,0.011151103302836418,0.003268363419920206,0.1747615486383438,0.3990645706653595,0.1286575198173523,0.05911237373948097
0,0.004057893063873053,0.0016563120298087597,0.29115769267082214,0.3147510886192322,0.185556098818779,0.07746453583240509
1,0.0036891933996230364,0.0002883804263547063,0.371921181678772,0.28755441308021545,0.41553792357444763,0.11824683099985123
0,0.005715496372431517,0.00031223814585246146,0.36918407678604126,0.23397114872932434,0.23022691905498505,0.08943922072649002
0,0.0008306240779347718,0.001216139760799706,0.3373754620552063,0.374337375164032,0.4392612874507904,0.15355759859085083
0,0.0007729451172053814,0.000663108890876174,0.323802649974823,0.40588822960853577,0.4202158749103546,0.1283501386642456
1,0.0024985410273075104,0.0007430795812979341,0.1696743369102478,0.3732520639896393,0.16067536175251007,0.039407048374414444
1,0.004683846607804298,0.0007819275488145649,0.351042240858078,0.2866896986961365,0.3347603380680084,0.14971651136875153
0,0.0005279184551909566,0.0007191751501522958,0.2903234660625458,0.33256271481513977,0.38026559352874756,0.1665564328432083
1,0.0033537065610289574,0.0015222248621284962,0.10745275765657425,0.3411056101322174,0.11074880510568619,0.026317693293094635
0,0.0027182900812476873,0.0013503427617251873,0.27074572443962097,0.3773820400238037,0.3105049431324005,0.1141517236828804
0,0.004990863148123026,0.0025785923935472965,0.22099022567272186,0.4961267411708832,0.24157920479774475,0.07922251522541046
0,0.02379273623228073,0.005369397345930338,0.12949234247207642,0.26105862855911255,0.11690705269575119,0.04860489442944527
0,0.003466151189059019,0.0032881631050258875,0.30871477723121643,0.3546903431415558,0.2743651568889618,0.09768154472112656
0,0.004327753093093634,0.0010817504953593016,0.36746734380722046,0.357138067483902,0.2869168817996979,0.25428858399391174
1,0.0060208202339708805,0.001056440407410264,0.3988102972507477,0.32468315958976746,0.3988390564918518,0.15466947853565216
0,0.007697954773902893,0.0016032932326197624,0.34767407178878784,0.31397247314453125,0.3959697186946869,0.11950027942657471
1,0.001673212624154985,0.00031681140535511076,0.3422808349132538,0.27692747116088867,0.2882775366306305,0.11176864057779312
0,0.010899052955210209,0.009342906065285206,0.26487892866134644,0.3220231533050537,0.24269279837608337,0.11495175212621689
1,0.0020849292632192373,0.0007742771995253861,0.15064693987369537,0.27320241928100586,0.17429597675800323,0.0501091405749321
1,0.004195825196802616,0.00032690222724340856,0.11195667088031769,0.15645623207092285,0.06652887910604477,0.019961917772889137
1,0.0022641203831881285,0.0018530141096562147,0.296501100063324,0.29249000549316406,0.24559776484966278,0.13969510793685913
1,0.009242287836968899,0.000649032648652792,0.2568592429161072,0.23747125267982483,0.1194557324051857,0.035150595009326935
1,0.003139529610052705,0.000292297569103539,0.3174551725387573,0.2545047998428345,0.2722611129283905,0.10008183121681213
0,0.0004430218832567334,0.0013539602514356375,0.3140568435192108,0.3449397385120392,0.32225894927978516,0.2430669069290161
1,0.002576905069872737,0.00040631991578266025,0.41596850752830505,0.2578365206718445,0.35448750853538513,0.21082660555839539
0,0.010803093202412128,0.0024484547320753336,0.20560108125209808,0.2840939164161682,0.22500261664390564,0.04011256620287895
1,0.00864386186003685,0.0011628437787294388,0.4108218848705292,0.30374839901924133,0.41107338666915894,0.1363186091184616
1,0.015819484367966652,0.0004691579088103026,0.49775615334510803,0.2187502086162567,0.41533201932907104,0.12990505993366241
0,0.0014121502172201872,0.002204666845500469,0.3628544211387634,0.3426530063152313,0.3728613555431366,0.2193605601787567
0,0.003937095403671265,0.0023703761398792267,0.30546408891677856,0.3273790180683136,0.22144222259521484,0.09571551531553268
1,0.013060878962278366,0.0006066621863283217,0.5169053673744202,0.20744958519935608,0.36768919229507446,0.15952973067760468
0,0.0024466479662805796,0.0032388970721513033,0.4887469410896301,0.2643311619758606,0.49033045768737793,0.1106247752904892
0,0.0030200069304555655,0.004599548876285553,0.44222497940063477,0.280634343624115,0.3340681791305542,0.22245803475379944
0,0.0082862488925457,0.0009093194967135787,0.3909635543823242,0.25224384665489197,0.2967885434627533,0.10421398282051086
1,0.0023329718969762325,0.0004672515206038952,0.31687259674072266,0.42167142033576965,0.32948702573776245,0.08587972819805145
1,0.006308278534561396,0.0011209797812625766,0.45996004343032837,0.33810821175575256,0.4513813853263855,0.17582115530967712
1,0.012983977794647217,0.0011418976355344057,0.4021782875061035,0.27131375670433044,0.3367210030555725,0.14977627992630005
0,0.0008295219158753753,0.0006936733843758702,0.43025076389312744,0.3182166814804077,0.46192851662635803,0.16553382575511932
1,0.0068297600373625755,0.0008143351296894252,0.3532469570636749,0.24311162531375885,0.38461050391197205,0.1005743071436882
0,0.0003937981091439724,0.0009296184289269149,0.20122748613357544,0.34522145986557007,0.28827252984046936,0.11518421024084091
0,0.004234444350004196,0.0005078428657725453,0.4806303083896637,0.25207626819610596,0.48973751068115234,0.16406108438968658
0,0.01303259190171957,0.002238371642306447,0.3127390742301941,0.20301587879657745,0.13900788128376007,0.05995664373040199
1,0.0017568100010976195,0.00020143072470091283,0.260267049074173,0.3459582030773163,0.2824453115463257,0.06558366119861603
0,0.010493475943803787,0.007494283374398947,0.33163949847221375,0.34849947690963745,0.2709156572818756,0.1556941568851471
1,0.0036594844423234463,0.00032201557769440114,0.40156832337379456,0.27093303203582764,0.36856594681739807,0.14761187136173248
1,0.008644495159387589,0.0009839908452704549,0.3922739028930664,0.28578272461891174,0.2735462188720703,0.14431805908679962
0,0.0022069639526307583,0.0017146263271570206,0.37357020378112793,0.34298908710479736,0.3385639488697052,0.2686185836791992
1,0.002223295159637928,0.0002970927453134209,0.29068320989608765,0.37584608793258667,0.40529531240463257,0.101138174533844
0,0.006142719648778439,0.0024059657007455826,0.40146496891975403,0.4014592170715332,0.5140317678451538,0.2133895605802536
0,0.004203601740300655,0.0016166518907994032,0.3983871042728424,0.32714223861694336,0.423370361328125,0.2209494411945343
1,0.0008271640399470925,0.00032888163696043193,0.28772076964378357,0.30701881647109985,0.327109158039093,0.10819399356842041
0,0.010243081487715244,0.0038528002332895994,0.2896910011768341,0.4610919952392578,0.41447675228118896,0.1909068375825882
1,0.007076039910316467,0.0004622548003681004,0.4398340880870819,0.2285531759262085,0.4066822826862335,0.10719582438468933
0,0.003690048586577177,0.0015650949208065867,0.3054492175579071,0.30205678939819336,0.27352720499038696,0.1616339534521103
0,0.008526744320988655,0.0019341518636792898,0.35829323530197144,0.27596598863601685,0.2984291911125183,0.08955889940261841
0,0.0055032712407410145,0.0048564737662673,0.35092341899871826,0.30415278673171997,0.39287102222442627,0.09619595855474472
1,0.0007359021110460162,0.0001385520154144615,0.23958928883075714,0.2849605977535248,0.2706966996192932,0.07667121291160583
1,0.007242927327752113,0.0004401698533911258,0.22506307065486908,0.26088011264801025,0.23381036520004272,0.06451621651649475
0,0.012542301788926125,0.0017234999686479568,0.2748045027256012,0.33745166659355164,0.292679101228714,0.11708352714776993
1,0.003783646272495389,0.0005195443518459797,0.4362565577030182,0.28515172004699707,0.33156195282936096,0.12765930593013763
0,0.006359853316098452,0.0029407173860818148,0.4886270761489868,0.28551122546195984,0.40641024708747864,0.29690030217170715
0,0.013509299606084824,0.0021415501832962036,0.36303532123565674,0.3122458755970001,0.347137451171875,0.13971246778964996
0,0.0011505099246278405,0.000936383381485939,0.32279014587402344,0.3887900412082672,0.3849615454673767,0.08413895964622498
0,0.0015413302462548018,0.0011731671402230859,0.3761287331581116,0.3429335057735443,0.3862808346748352,0.09338008612394333
1,0.00344201666302979,0.0005584065220318735,0.43075716495513916,0.24099011719226837,0.3115471601486206,0.2083221822977066
0,0.0017095705261453986,0.0008211114909499884,0.229111447930336,0.40851011872291565,0.24669723212718964,0.07916427403688431
0,0.0012525274651125073,0.001474943244829774,0.2675867974758148,0.40203261375427246,0.2905551493167877,0.12515859305858612
0,0.0039899954572319984,0.004071436822414398,0.23697280883789062,0.3399743139743805,0.17144231498241425,0.09823504835367203
1,0.0023566510062664747,0.00012121914915041998,0.36680033802986145,0.28705552220344543,0.32707348465919495,0.12038777023553848
0,0.0032001216895878315,0.0007780342129990458,0.40826737880706787,0.37515491247177124,0.343464732170105,0.2553187310695648
0,0.000268723611952737,0.0009509850642643869,0.26748162508010864,0.3060276210308075,0.28420567512512207,0.15316344797611237
1,0.005665861535817385,0.00036252260906621814,0.5194401741027832,0.1752842366695404,0.4222809970378876,0.15898849070072174
0,0.004162589553743601,0.0051903510466217995,0.3618532121181488,0.32884517312049866,0.26438555121421814,0.19876427948474884
0,0.001762550906278193,0.0016663665883243084,0.37118294835090637,0.3950178325176239,0.30481284856796265,0.17369766533374786
1,0.006770755164325237,0.0005484677385538816,0.42629000544548035,0.29900485277175903,0.414956271648407,0.2037273645401001
0,0.017017154023051262,0.00768285384401679,0.3006548285484314,0.37724700570106506,0.43489527702331543,0.14459359645843506
0,0.0019446994410827756,0.00408713286742568,0.410564661026001,0.2929699420928955,0.24463962018489838,0.2645752727985382
0,0.003784522879868746,0.0007581247482448816,0.3524160087108612,0.29777413606643677,0.24562329053878784,0.13131742179393768
1,0.001922859693877399,0.0005671753315255046,0.22503645718097687,0.5034493207931519,0.38395071029663086,0.09073840081691742
1,0.007052625063806772,0.0003155672166030854,0.3180061876773834,0.3314090669155121,0.41054344177246094,0.12097058445215225
1,0.005261481739580631,0.0006816631066612899,0.11687684059143066,0.22496674954891205,0.06045183166861534,0.009055757895112038
1,0.0014421832747757435,0.0005099462578073144,0.17686860263347626,0.24147512018680573,0.14711254835128784,0.0604817159473896
1,0.015252235345542431,0.0015101340832188725,0.3901230990886688,0.319053590297699,0.3473142087459564,0.16120372712612152
1,0.005923504941165447,0.0003160177147947252,0.49640604853630066,0.24232268333435059,0.39877456426620483,0.2300836145877838
0,0.00031133400625549257,0.0007321906159631908,0.09865090996026993,0.2541019022464752,0.10802065581083298,0.0370832122862339
1,0.002582764020189643,0.00042439973913133144,0.3998023569583893,0.31727147102355957,0.32810959219932556,0.11010731011629105
1,0.0014477071817964315,0.0004708903725259006,0.31798771023750305,0.34394246339797974,0.32062017917633057,0.1464150846004486
1,0.005835753865540028,0.000748301565181464,0.3722675144672394,0.36524900794029236,0.3526061177253723,0.1430736929178238
1,0.018877049908041954,0.0017359184566885233,0.49285703897476196,0.22383275628089905,0.31996509432792664,0.17638446390628815
0,0.001555158058181405,0.002036654157564044,0.32259848713874817,0.40532705187797546,0.3882160782814026,0.120364248752594
1,0.0018311797175556421,0.0007733672973699868,0.24661991000175476,0.3684219419956207,0.25941482186317444,0.06614746153354645
0,0.0044776820577681065,0.0012420474085956812,0.3052816390991211,0.28097403049468994,0.22220160067081451,0.13207413256168365
1,0.002192990854382515,0.00032656913390383124,0.5441064834594727,0.208130344748497,0.3671433627605438,0.21077759563922882
1,0.0030502965673804283,0.002570943208411336,0.2641964852809906,0.3668697476387024,0.29034578800201416,0.08198636025190353
1,0.009376252070069313,0.0011674960842356086,0.37314170598983765,0.3746139407157898,0.4176531136035919,0.17813986539840698
0,0.01135345734655857,0.0037485440261662006,0.37064656615257263,0.2505682706832886,0.2763211131095886,0.17969569563865662
1,0.0025237288791686296,0.00024768352159298956,0.38274121284484863,0.20680780708789825,0.21884049475193024,0.09783782064914703
1,0.005077100358903408,0.000746196077670902,0.346824586391449,0.2916394770145416,0.37771672010421753,0.08411498367786407
1,0.003385150106623769,0.000850334414280951,0.3714067041873932,0.3031194508075714,0.32752525806427,0.06848327070474625
1,0.015486721880733967,0.0014508223393931985,0.2957082986831665,0.3071301281452179,0.28902849555015564,0.11540600657463074
1,0.026277730241417885,0.001291593536734581,0.4990094304084778,0.196079283952713,0.3770168423652649,0.1452789455652237
0,0.00256824167445302,0.0019414180424064398,0.2814861238002777,0.3190991282463074,0.20061489939689636,0.1281404346227646
1,0.003634361084550619,0.0015158482128754258,0.3873525857925415,0.3033671975135803,0.332531213760376,0.06295621395111084
0,0.004190174397081137,0.004965933505445719,0.4352551996707916,0.33480462431907654,0.3630087971687317,0.26431170105934143
1,0.0014078334206715226,0.0003516558790579438,0.31055229902267456,0.21610212326049805,0.21366867423057556,0.12205630540847778
0,0.011983390897512436,0.005495633464306593,0.37405726313591003,0.37011563777923584,0.36361202597618103,0.12520770728588104
0,0.008788990788161755,0.0036670633126050234,0.33275356888771057,0.32908615469932556,0.22840532660484314,0.11413706094026566
1,0.0028448831290006638,0.0002511204220354557,0.32570481300354004,0.232862651348114,0.24394197762012482,0.07183969020843506
1,0.0035441627260297537,0.0005209551891312003,0.4114084839820862,0.28443241119384766,0.27320706844329834,0.12112615257501602
0,0.001705191214568913,0.0025685839354991913,0.35833561420440674,0.3496870994567871,0.3849640190601349,0.1887989491224289
1,0.009713609702885151,0.0010999207152053714,0.389999121427536,0.2841799259185791,0.2790185511112213,0.10320625454187393
1,0.0038799839094281197,0.0003239057259634137,0.30669137835502625,0.3263968527317047,0.34115973114967346,0.11776242405176163
1,0.0069978488609194756,0.0010982142994180322,0.39929425716400146,0.3080311715602875,0.34413304924964905,0.17377787828445435
0,0.0008405596599914134,0.00023288103693630546,0.4971902668476105,0.18495924770832062,0.38844457268714905,0.17909078299999237
0,0.003048271406441927,0.0010039667831733823,0.42602571845054626,0.2824927866458893,0.4226938486099243,0.21292483806610107
0,0.005432893987745047,0.0015568503877148032,0.17966710031032562,0.2616560161113739,0.13598370552062988,0.0349774993956089
0,0.003916473127901554,0.001727155758999288,0.3279972970485687,0.306765079498291,0.3456847667694092,0.1856912523508072
1,0.012622383423149586,0.00039631425170227885,0.5360136032104492,0.19131465256214142,0.3962179720401764,0.18735727667808533
0,0.0014049146557226777,0.0012397352838888764,0.22637394070625305,0.3806232810020447,0.3508998155593872,0.10577250272035599
1,0.00730484863743186,0.0004380082245916128,0.49519187211990356,0.22338658571243286,0.31804218888282776,0.17183861136436462
0,0.006734916009008884,0.002364946063607931,0.22069939970970154,0.3890498876571655,0.23727227747440338,0.054559193551540375
0,0.0012003859737887979,0.0016854159766808152,0.3980961740016937,0.34317314624786377,0.4508558213710785,0.1689233034849167
0,0.0008792271255515516,0.00021310742886271328,0.3425257205963135,0.30111464858055115,0.4117957055568695,0.09074161946773529
1,0.0026252323295921087,0.0011355094611644745,0.3581262528896332,0.24326318502426147,0.2529812157154083,0.12744908034801483
0,0.0006575632723979652,0.001141715096309781,0.2862834930419922,0.30562499165534973,0.26835015416145325,0.09131799638271332
1,0.0008529594633728266,0.00017128014587797225,0.3334304690361023,0.2926318943500519,0.3870297372341156,0.11611578613519669
1,0.0029039911460131407,0.0002522462164051831,0.44063684344291687,0.30267634987831116,0.37634366750717163,0.2446734607219696
1,0.001342621399089694,0.00020285401842556894,0.25936034321784973,0.37171679735183716,0.39223653078079224,0.0977633148431778
0,0.002258070046082139,0.0009983371710404754,0.3308025896549225,0.35824477672576904,0.3863171339035034,0.17309165000915527
1,0.004313994199037552,0.0008846960263326764,0.395238995552063,0.27830371260643005,0.36871203780174255,0.1362048089504242
0,0.000639876292552799,0.001493428717367351,0.1588210165500641,0.4900946021080017,0.1519012451171875,0.2342367172241211
1,0.0036348244175314903,0.0006150979897938669,0.27400869131088257,0.271493136882782,0.2863401472568512,0.06019562482833862
0,0.01413547433912754,0.00567651679739356,0.3422086238861084,0.30295777320861816,0.35736167430877686,0.1893724501132965
0,0.01272333413362503,0.004008682444691658,0.3539014756679535,0.4398934543132782,0.3983308970928192,0.1341622769832611
1,0.002877191873267293,0.0011213206453248858,0.27149128913879395,0.33505234122276306,0.2128746211528778,0.03373153135180473
1,0.0020316182635724545,0.0009994041174650192,0.2407587468624115,0.20485298335552216,0.14858363568782806,0.052500057965517044
1,0.015468542464077473,0.0006697990465909243,0.3653314411640167,0.20892347395420074,0.19990910589694977,0.08225350826978683
0,0.0020946282893419266,0.0003704168484546244,0.36304715275764465,0.2329845428466797,0.27632638812065125,0.09331749379634857
0,0.0009196253959089518,0.001028797822073102,0.27994149923324585,0.3412199020385742,0.24461403489112854,0.1415107250213623
1,0.009085753932595253,0.001173568656668067,0.1447107195854187,0.1907072812318802,0.06715508550405502,0.026495978236198425
1,0.0024690525606274605,0.0006330972537398338,0.38530296087265015,0.3431478440761566,0.42187991738319397,0.17720094323158264
1,0.01320906262844801,0.001232745824381709,0.34374865889549255,0.3655868470668793,0.36057788133621216,0.1323937624692917
0,0.009576584212481976,0.003257015021517873,0.4417313039302826,0.2652207016944885,0.260967880487442,0.173184335231781
0,0.006421619560569525,0.002053755335509777,0.2692160904407501,0.42956820130348206,0.3362756371498108,0.16585825383663177
1,0.002169401152059436,0.0003685792617034167,0.4873349070549011,0.25888603925704956,0.4266625940799713,0.1445380300283432
0,0.0005384894902817905,0.00167594023514539,0.19422979652881622,0.3518697917461395,0.24432273209095,0.12687911093235016
1,0.02718561515212059,0.0013183612609282136,0.557337760925293,0.21166425943374634,0.4744918644428253,0.18534168601036072
0,0.0007423420902341604,0.000742211879696697,0.25030189752578735,0.3896373510360718,0.2500966191291809,0.10270161926746368
1,0.01296730525791645,0.0018622614443302155,0.2882280945777893,0.4072944223880768,0.29792383313179016,0.13957670331001282
1,0.0019757093396037817,0.00018640808411873877,0.17159540951251984,0.2759016454219818,0.19567938148975372,0.042618278414011
0,0.004758888855576515,0.0013574438635259867,0.32449761033058167,0.3406980633735657,0.3215421736240387,0.11786692589521408
1,0.012063873000442982,0.0011616419069468975,0.44726887345314026,0.24729712307453156,0.33982259035110474,0.1558656245470047
1,0.00770992785692215,0.0020731757394969463,0.36029553413391113,0.3166053295135498,0.3436805307865143,0.18305782973766327
0,0.0076126097701489925,0.0018414795631542802,0.3274502754211426,0.29187896847724915,0.2599470615386963,0.08920618146657944
